"data_as_of","year","month","st_abbrev","state","county","fips","statefips","countyfips","code2013","provisional_drug_overdose_deaths","footnote","percentage_of_records_pending_investigation","historicaldatacompletenessnote","monthendingdate","start_date","end_date"
"10/8/2023",2021,4,"OR","Oregon","Deschutes",41017,41,17,4,"25","",0.12,"Completeness of provisional 2019 data under 90% after 6 months.","4/30/2021","1/31/2020","3/31/2023"
"10/8/2023",2021,2,"OR","Oregon","Deschutes",41017,41,17,4,"21","",0.12,"Completeness of provisional 2019 data under 90% after 6 months.","2/28/2021","1/31/2020","3/31/2023"
"10/8/2023",2021,11,"OR","Oregon","Deschutes",41017,41,17,4,"28","",0.06,"Completeness of provisional 2019 data under 90% after 6 months.","11/30/2021","1/31/2020","3/31/2023"
"10/8/2023",2022,7,"OR","Oregon","Deschutes",41017,41,17,4,"26","",0,"Completeness of provisional 2019 data under 90% after 6 months.","7/31/2022","1/31/2020","3/31/2023"
"10/8/2023",2021,12,"OR","Oregon","Deschutes",41017,41,17,4,"25","",0,"Completeness of provisional 2019 data under 90% after 6 months.","12/31/2021","1/31/2020","3/31/2023"
"10/8/2023",2021,3,"OR","Oregon","Deschutes",41017,41,17,4,"23","",0.12,"Completeness of provisional 2019 data under 90% after 6 months.","3/31/2021","1/31/2020","3/31/2023"
"10/8/2023",2020,8,"OR","Oregon","Deschutes",41017,41,17,4,"13","",0.13,"Completeness of provisional 2019 data under 90% after 6 months.","8/31/2020","1/31/2020","3/31/2023"
"10/8/2023",2020,7,"OR","Oregon","Deschutes",41017,41,17,4,"14","",0.13,"Completeness of provisional 2019 data under 90% after 6 months.","7/31/2020","1/31/2020","3/31/2023"
"10/8/2023",2022,11,"OR","Oregon","Deschutes",41017,41,17,4,"26","",0.06,"Completeness of provisional 2019 data under 90% after 6 months.","11/30/2022","1/31/2020","3/31/2023"
"10/8/2023",2022,10,"OR","Oregon","Deschutes",41017,41,17,4,"26","",0.06,"Completeness of provisional 2019 data under 90% after 6 months.","10/31/2022","1/31/2020","3/31/2023"
"10/8/2023",2021,1,"OR","Oregon","Deschutes",41017,41,17,4,"19","",0.12,"Completeness of provisional 2019 data under 90% after 6 months.","1/31/2021","1/31/2020","3/31/2023"
"10/8/2023",2022,8,"OR","Oregon","Deschutes",41017,41,17,4,"26","",0,"Completeness of provisional 2019 data under 90% after 6 months.","8/31/2022","1/31/2020","3/31/2023"
"10/8/2023",2021,7,"OR","Oregon","Deschutes",41017,41,17,4,"23","",0.12,"Completeness of provisional 2019 data under 90% after 6 months.","7/31/2021","1/31/2020","3/31/2023"
"10/8/2023",2022,9,"OR","Oregon","Deschutes",41017,41,17,4,"25","",0,"Completeness of provisional 2019 data under 90% after 6 months.","9/30/2022","1/31/2020","3/31/2023"
"10/8/2023",2022,12,"OR","Oregon","Deschutes",41017,41,17,4,"31","",0.06,"Completeness of provisional 2019 data under 90% after 6 months.","12/31/2022","1/31/2020","3/31/2023"
"10/8/2023",2020,8,"OR","Oregon","Douglas",41019,41,19,5,"22","",0,"Completeness of provisional 2019 data under 90% after 6 months.","8/31/2020","1/31/2020","3/31/2023"
"10/8/2023",2020,4,"OR","Oregon","Douglas",41019,41,19,5,"19","",0,"Completeness of provisional 2019 data under 90% after 6 months.","4/30/2020","1/31/2020","3/31/2023"
"10/8/2023",2022,3,"OR","Oregon","Douglas",41019,41,19,5,"31","",0,"Completeness of provisional 2019 data under 90% after 6 months.","3/31/2022","1/31/2020","3/31/2023"
"10/8/2023",2022,6,"OR","Oregon","Douglas",41019,41,19,5,"34","",0,"Completeness of provisional 2019 data under 90% after 6 months.","6/30/2022","1/31/2020","3/31/2023"
"10/8/2023",2021,4,"OR","Oregon","Douglas",41019,41,19,5,"33","",0,"Completeness of provisional 2019 data under 90% after 6 months.","4/30/2021","1/31/2020","3/31/2023"
"10/8/2023",2020,9,"OR","Oregon","Douglas",41019,41,19,5,"22","",0,"Completeness of provisional 2019 data under 90% after 6 months.","9/30/2020","1/31/2020","3/31/2023"
"10/8/2023",2021,12,"OR","Oregon","Douglas",41019,41,19,5,"34","",0,"Completeness of provisional 2019 data under 90% after 6 months.","12/31/2021","1/31/2020","3/31/2023"
"10/8/2023",2021,11,"OR","Oregon","Douglas",41019,41,19,5,"30","",0,"Completeness of provisional 2019 data under 90% after 6 months.","11/30/2021","1/31/2020","3/31/2023"
"10/8/2023",2021,2,"OR","Oregon","Douglas",41019,41,19,5,"29","",0,"Completeness of provisional 2019 data under 90% after 6 months.","2/28/2021","1/31/2020","3/31/2023"
"10/8/2023",2022,5,"OR","Oregon","Douglas",41019,41,19,5,"34","",0,"Completeness of provisional 2019 data under 90% after 6 months.","5/31/2022","1/31/2020","3/31/2023"
"10/8/2023",2021,7,"OR","Oregon","Douglas",41019,41,19,5,"32","",0,"Completeness of provisional 2019 data under 90% after 6 months.","7/31/2021","1/31/2020","3/31/2023"
"10/8/2023",2020,10,"OR","Oregon","Douglas",41019,41,19,5,"23","",0,"Completeness of provisional 2019 data under 90% after 6 months.","10/31/2020","1/31/2020","3/31/2023"
"10/8/2023",2022,10,"OR","Oregon","Douglas",41019,41,19,5,"37","",0,"Completeness of provisional 2019 data under 90% after 6 months.","10/31/2022","1/31/2020","3/31/2023"
"10/8/2023",2021,5,"OR","Oregon","Douglas",41019,41,19,5,"30","",0,"Completeness of provisional 2019 data under 90% after 6 months.","5/31/2021","1/31/2020","3/31/2023"
"10/8/2023",2020,1,"OR","Oregon","Douglas",41019,41,19,5,"21","",0,"Completeness of provisional 2019 data under 90% after 6 months.","1/31/2020","1/31/2020","3/31/2023"
"10/8/2023",2020,2,"OR","Oregon","Douglas",41019,41,19,5,"20","",0,"Completeness of provisional 2019 data under 90% after 6 months.","2/29/2020","1/31/2020","3/31/2023"
"10/8/2023",2022,7,"OR","Oregon","Douglas",41019,41,19,5,"36","",0,"Completeness of provisional 2019 data under 90% after 6 months.","7/31/2022","1/31/2020","3/31/2023"
"10/8/2023",2020,7,"OR","Oregon","Douglas",41019,41,19,5,"22","",0,"Completeness of provisional 2019 data under 90% after 6 months.","7/31/2020","1/31/2020","3/31/2023"
"10/8/2023",2020,6,"OR","Oregon","Douglas",41019,41,19,5,"23","",0,"Completeness of provisional 2019 data under 90% after 6 months.","6/30/2020","1/31/2020","3/31/2023"
"10/8/2023",2020,12,"OR","Oregon","Douglas",41019,41,19,5,"23","",0,"Completeness of provisional 2019 data under 90% after 6 months.","12/31/2020","1/31/2020","3/31/2023"
"10/8/2023",2021,6,"OR","Oregon","Douglas",41019,41,19,5,"31","",0,"Completeness of provisional 2019 data under 90% after 6 months.","6/30/2021","1/31/2020","3/31/2023"
"10/8/2023",2021,9,"OR","Oregon","Douglas",41019,41,19,5,"30","",0,"Completeness of provisional 2019 data under 90% after 6 months.","9/30/2021","1/31/2020","3/31/2023"
"10/8/2023",2021,3,"OR","Oregon","Douglas",41019,41,19,5,"31","",0,"Completeness of provisional 2019 data under 90% after 6 months.","3/31/2021","1/31/2020","3/31/2023"
"10/8/2023",2023,2,"OR","Oregon","Douglas",41019,41,19,5,"50","",0,"Completeness of provisional 2019 data under 90% after 6 months.","2/28/2023","1/31/2020","3/31/2023"
"10/8/2023",2020,11,"OR","Oregon","Douglas",41019,41,19,5,"24","",0,"Completeness of provisional 2019 data under 90% after 6 months.","11/30/2020","1/31/2020","3/31/2023"
"10/8/2023",2020,5,"OR","Oregon","Douglas",41019,41,19,5,"22","",0,"Completeness of provisional 2019 data under 90% after 6 months.","5/31/2020","1/31/2020","3/31/2023"
"10/8/2023",2020,3,"OR","Oregon","Douglas",41019,41,19,5,"19","",0,"Completeness of provisional 2019 data under 90% after 6 months.","3/31/2020","1/31/2020","3/31/2023"
"10/8/2023",2021,8,"OR","Oregon","Douglas",41019,41,19,5,"33","",0,"Completeness of provisional 2019 data under 90% after 6 months.","8/31/2021","1/31/2020","3/31/2023"
"10/8/2023",2022,4,"OR","Oregon","Douglas",41019,41,19,5,"31","",0,"Completeness of provisional 2019 data under 90% after 6 months.","4/30/2022","1/31/2020","3/31/2023"
"10/8/2023",2022,9,"OR","Oregon","Douglas",41019,41,19,5,"38","",0,"Completeness of provisional 2019 data under 90% after 6 months.","9/30/2022","1/31/2020","3/31/2023"
"10/8/2023",2023,3,"OR","Oregon","Douglas",41019,41,19,5,"47","",0,"Completeness of provisional 2019 data under 90% after 6 months.","3/31/2023","1/31/2020","3/31/2023"
"10/8/2023",2021,10,"OR","Oregon","Douglas",41019,41,19,5,"32","",0,"Completeness of provisional 2019 data under 90% after 6 months.","10/31/2021","1/31/2020","3/31/2023"
"10/8/2023",2022,2,"OR","Oregon","Douglas",41019,41,19,5,"28","",0,"Completeness of provisional 2019 data under 90% after 6 months.","2/28/2022","1/31/2020","3/31/2023"
"10/8/2023",2023,1,"OR","Oregon","Douglas",41019,41,19,5,"46","",0,"Completeness of provisional 2019 data under 90% after 6 months.","1/31/2023","1/31/2020","3/31/2023"
"10/8/2023",2022,11,"OR","Oregon","Douglas",41019,41,19,5,"41","",0,"Completeness of provisional 2019 data under 90% after 6 months.","11/30/2022","1/31/2020","3/31/2023"
"10/8/2023",2022,1,"OR","Oregon","Douglas",41019,41,19,5,"30","",0,"Completeness of provisional 2019 data under 90% after 6 months.","1/31/2022","1/31/2020","3/31/2023"
"10/8/2023",2021,1,"OR","Oregon","Douglas",41019,41,19,5,"27","",0,"Completeness of provisional 2019 data under 90% after 6 months.","1/31/2021","1/31/2020","3/31/2023"
"10/8/2023",2022,8,"OR","Oregon","Douglas",41019,41,19,5,"36","",0,"Completeness of provisional 2019 data under 90% after 6 months.","8/31/2022","1/31/2020","3/31/2023"
"10/8/2023",2022,12,"OR","Oregon","Douglas",41019,41,19,5,"42","",0,"Completeness of provisional 2019 data under 90% after 6 months.","12/31/2022","1/31/2020","3/31/2023"
"10/8/2023",2020,1,"OR","Oregon","Gilliam",41021,41,21,6,"0","",0,"","1/31/2020","1/31/2020","3/31/2023"
"10/8/2023",2020,2,"OR","Oregon","Gilliam",41021,41,21,6,"0","",0,"","2/29/2020","1/31/2020","3/31/2023"
"10/8/2023",2020,3,"OR","Oregon","Gilliam",41021,41,21,6,"0","",0,"","3/31/2020","1/31/2020","3/31/2023"
"10/8/2023",2020,4,"OR","Oregon","Gilliam",41021,41,21,6,"0","",0,"","4/30/2020","1/31/2020","3/31/2023"
"10/8/2023",2020,5,"OR","Oregon","Gilliam",41021,41,21,6,"0","",0,"","5/31/2020","1/31/2020","3/31/2023"
"10/8/2023",2020,6,"OR","Oregon","Gilliam",41021,41,21,6,"0","",0,"","6/30/2020","1/31/2020","3/31/2023"
"10/8/2023",2020,7,"OR","Oregon","Gilliam",41021,41,21,6,"0","",0,"","7/31/2020","1/31/2020","3/31/2023"
"10/8/2023",2020,8,"OR","Oregon","Gilliam",41021,41,21,6,"0","",0,"","8/31/2020","1/31/2020","3/31/2023"
"10/8/2023",2020,9,"OR","Oregon","Gilliam",41021,41,21,6,"0","",0,"","9/30/2020","1/31/2020","3/31/2023"
"10/8/2023",2020,10,"OR","Oregon","Gilliam",41021,41,21,6,"0","",0,"","10/31/2020","1/31/2020","3/31/2023"
"10/8/2023",2020,11,"OR","Oregon","Gilliam",41021,41,21,6,"0","",0,"","11/30/2020","1/31/2020","3/31/2023"
"10/8/2023",2020,12,"OR","Oregon","Gilliam",41021,41,21,6,"0","",0,"","12/31/2020","1/31/2020","3/31/2023"
"10/8/2023",2021,3,"OR","Oregon","Gilliam",41021,41,21,6,"0","",0,"","3/31/2021","1/31/2020","3/31/2023"
"10/8/2023",2021,4,"OR","Oregon","Gilliam",41021,41,21,6,"0","",0,"","4/30/2021","1/31/2020","3/31/2023"
"10/8/2023",2021,5,"OR","Oregon","Gilliam",41021,41,21,6,"0","",0,"","5/31/2021","1/31/2020","3/31/2023"
"10/8/2023",2021,6,"OR","Oregon","Gilliam",41021,41,21,6,"0","",0,"","6/30/2021","1/31/2020","3/31/2023"
"10/8/2023",2021,1,"OR","Oregon","Gilliam",41021,41,21,6,"0","",0,"","1/31/2021","1/31/2020","3/31/2023"
"10/8/2023",2021,2,"OR","Oregon","Gilliam",41021,41,21,6,"0","",0,"","2/28/2021","1/31/2020","3/31/2023"
"10/8/2023",2021,7,"OR","Oregon","Gilliam",41021,41,21,6,"0","",0,"","7/31/2021","1/31/2020","3/31/2023"
"10/8/2023",2021,8,"OR","Oregon","Gilliam",41021,41,21,6,"0","",0,"","8/31/2021","1/31/2020","3/31/2023"
"10/8/2023",2021,9,"OR","Oregon","Gilliam",41021,41,21,6,"0","",0,"","9/30/2021","1/31/2020","3/31/2023"
"10/8/2023",2021,10,"OR","Oregon","Gilliam",41021,41,21,6,"0","",0,"","10/31/2021","1/31/2020","3/31/2023"
"10/8/2023",2021,11,"OR","Oregon","Gilliam",41021,41,21,6,"0","",0,"","11/30/2021","1/31/2020","3/31/2023"
"10/8/2023",2021,12,"OR","Oregon","Gilliam",41021,41,21,6,"0","",0,"","12/31/2021","1/31/2020","3/31/2023"
"10/8/2023",2022,1,"OR","Oregon","Gilliam",41021,41,21,6,"0","",0,"","1/31/2022","1/31/2020","3/31/2023"
"10/8/2023",2022,2,"OR","Oregon","Gilliam",41021,41,21,6,"0","",0,"","2/28/2022","1/31/2020","3/31/2023"
"10/8/2023",2022,3,"OR","Oregon","Gilliam",41021,41,21,6,"0","",0,"","3/31/2022","1/31/2020","3/31/2023"
"10/8/2023",2022,4,"OR","Oregon","Gilliam",41021,41,21,6,"0","",0,"","4/30/2022","1/31/2020","3/31/2023"
"10/8/2023",2022,5,"OR","Oregon","Gilliam",41021,41,21,6,"0","",0,"","5/31/2022","1/31/2020","3/31/2023"
"10/8/2023",2022,6,"OR","Oregon","Gilliam",41021,41,21,6,"0","",0,"","6/30/2022","1/31/2020","3/31/2023"
"10/8/2023",2022,7,"OR","Oregon","Gilliam",41021,41,21,6,"0","",0,"","7/31/2022","1/31/2020","3/31/2023"
"10/8/2023",2022,8,"OR","Oregon","Gilliam",41021,41,21,6,"0","",0,"","8/31/2022","1/31/2020","3/31/2023"
"10/8/2023",2022,9,"OR","Oregon","Gilliam",41021,41,21,6,"0","",0,"","9/30/2022","1/31/2020","3/31/2023"
"10/8/2023",2022,10,"OR","Oregon","Gilliam",41021,41,21,6,"0","",0,"","10/31/2022","1/31/2020","3/31/2023"
"10/8/2023",2022,11,"OR","Oregon","Gilliam",41021,41,21,6,"0","",0,"","11/30/2022","1/31/2020","3/31/2023"
"10/8/2023",2022,12,"OR","Oregon","Gilliam",41021,41,21,6,"0","",0,"","12/31/2022","1/31/2020","3/31/2023"
"10/8/2023",2023,1,"OR","Oregon","Gilliam",41021,41,21,6,"0","",0,"","1/31/2023","1/31/2020","3/31/2023"
"10/8/2023",2023,2,"OR","Oregon","Gilliam",41021,41,21,6,"0","",0,"","2/28/2023","1/31/2020","3/31/2023"
"10/8/2023",2023,3,"OR","Oregon","Gilliam",41021,41,21,6,"0","",0,"","3/31/2023","1/31/2020","3/31/2023"
"10/8/2023",2020,5,"OR","Oregon","Grant",41023,41,23,6,"0","",0,"","5/31/2020","1/31/2020","3/31/2023"
"10/8/2023",2020,6,"OR","Oregon","Grant",41023,41,23,6,"0","",0,"","6/30/2020","1/31/2020","3/31/2023"
"10/8/2023",2020,7,"OR","Oregon","Grant",41023,41,23,6,"0","",0,"","7/31/2020","1/31/2020","3/31/2023"
"10/8/2023",2020,8,"OR","Oregon","Grant",41023,41,23,6,"0","",0,"","8/31/2020","1/31/2020","3/31/2023"
"10/8/2023",2020,9,"OR","Oregon","Grant",41023,41,23,6,"0","",0,"","9/30/2020","1/31/2020","3/31/2023"
"10/8/2023",2020,10,"OR","Oregon","Grant",41023,41,23,6,"0","",0,"","10/31/2020","1/31/2020","3/31/2023"
"10/8/2023",2020,11,"OR","Oregon","Grant",41023,41,23,6,"0","",0,"","11/30/2020","1/31/2020","3/31/2023"
"10/8/2023",2020,12,"OR","Oregon","Grant",41023,41,23,6,"","One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.",0,"","12/31/2020","1/31/2020","3/31/2023"
"10/8/2023",2021,1,"OR","Oregon","Grant",41023,41,23,6,"","One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.",0,"","1/31/2021","1/31/2020","3/31/2023"
"10/8/2023",2021,2,"OR","Oregon","Grant",41023,41,23,6,"","One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.",0,"","2/28/2021","1/31/2020","3/31/2023"
"10/8/2023",2021,3,"OR","Oregon","Grant",41023,41,23,6,"","One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.",0,"","3/31/2021","1/31/2020","3/31/2023"
"10/8/2023",2021,4,"OR","Oregon","Grant",41023,41,23,6,"","One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.",0,"","4/30/2021","1/31/2020","3/31/2023"
"10/8/2023",2021,5,"OR","Oregon","Grant",41023,41,23,6,"","One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.",0,"","5/31/2021","1/31/2020","3/31/2023"
"10/8/2023",2021,6,"OR","Oregon","Grant",41023,41,23,6,"","One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.",0,"","6/30/2021","1/31/2020","3/31/2023"
"10/8/2023",2021,7,"OR","Oregon","Grant",41023,41,23,6,"","One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.",0,"","7/31/2021","1/31/2020","3/31/2023"
"10/8/2023",2021,8,"OR","Oregon","Grant",41023,41,23,6,"","One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.",0,"","8/31/2021","1/31/2020","3/31/2023"
"10/8/2023",2021,9,"OR","Oregon","Grant",41023,41,23,6,"","One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.",0,"","9/30/2021","1/31/2020","3/31/2023"
"10/8/2023",2021,10,"OR","Oregon","Grant",41023,41,23,6,"","One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.",0,"","10/31/2021","1/31/2020","3/31/2023"
"10/8/2023",2021,11,"OR","Oregon","Grant",41023,41,23,6,"","One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.",0,"","11/30/2021","1/31/2020","3/31/2023"
"10/8/2023",2021,12,"OR","Oregon","Grant",41023,41,23,6,"0","",0,"","12/31/2021","1/31/2020","3/31/2023"
"10/8/2023",2022,1,"OR","Oregon","Grant",41023,41,23,6,"0","",0,"","1/31/2022","1/31/2020","3/31/2023"
"10/8/2023",2022,2,"OR","Oregon","Grant",41023,41,23,6,"0","",0,"","2/28/2022","1/31/2020","3/31/2023"
"10/8/2023",2022,3,"OR","Oregon","Grant",41023,41,23,6,"0","",0,"","3/31/2022","1/31/2020","3/31/2023"
"10/8/2023",2022,4,"OR","Oregon","Grant",41023,41,23,6,"0","",0,"","4/30/2022","1/31/2020","3/31/2023"
"10/8/2023",2022,5,"OR","Oregon","Grant",41023,41,23,6,"","One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.",0,"","5/31/2022","1/31/2020","3/31/2023"
"10/8/2023",2022,6,"OR","Oregon","Grant",41023,41,23,6,"","One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.",0,"","6/30/2022","1/31/2020","3/31/2023"
"10/8/2023",2022,7,"OR","Oregon","Grant",41023,41,23,6,"","One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.",0,"","7/31/2022","1/31/2020","3/31/2023"
"10/8/2023",2022,8,"OR","Oregon","Grant",41023,41,23,6,"","One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.",0,"","8/31/2022","1/31/2020","3/31/2023"
"10/8/2023",2022,9,"OR","Oregon","Grant",41023,41,23,6,"","One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.",0,"","9/30/2022","1/31/2020","3/31/2023"
"10/8/2023",2022,10,"OR","Oregon","Grant",41023,41,23,6,"","One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.",0,"","10/31/2022","1/31/2020","3/31/2023"
"10/8/2023",2022,11,"OR","Oregon","Grant",41023,41,23,6,"","One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.",0,"","11/30/2022","1/31/2020","3/31/2023"
"10/8/2023",2022,12,"OR","Oregon","Grant",41023,41,23,6,"","One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.",0,"","12/31/2022","1/31/2020","3/31/2023"
"10/8/2023",2023,1,"OR","Oregon","Grant",41023,41,23,6,"","One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.",0,"","1/31/2023","1/31/2020","3/31/2023"
"10/8/2023",2023,2,"OR","Oregon","Grant",41023,41,23,6,"","One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.",0,"","2/28/2023","1/31/2020","3/31/2023"
"10/8/2023",2023,3,"OR","Oregon","Grant",41023,41,23,6,"","One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.",0,"","3/31/2023","1/31/2020","3/31/2023"
"10/8/2023",2020,1,"OR","Oregon","Grant",41023,41,23,6,"0","",0,"","1/31/2020","1/31/2020","3/31/2023"
"10/8/2023",2020,2,"OR","Oregon","Grant",41023,41,23,6,"0","",0,"","2/29/2020","1/31/2020","3/31/2023"
"10/8/2023",2020,3,"OR","Oregon","Grant",41023,41,23,6,"0","",0,"","3/31/2020","1/31/2020","3/31/2023"
"10/8/2023",2020,4,"OR","Oregon","Grant",41023,41,23,6,"0","",0,"","4/30/2020","1/31/2020","3/31/2023"
"10/8/2023",2020,1,"OR","Oregon","Harney",41025,41,25,6,"","One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.",0,"","1/31/2020","1/31/2020","3/31/2023"
"10/8/2023",2020,2,"OR","Oregon","Harney",41025,41,25,6,"","One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.",0,"","2/29/2020","1/31/2020","3/31/2023"
"10/8/2023",2020,3,"OR","Oregon","Harney",41025,41,25,6,"","One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.",0,"","3/31/2020","1/31/2020","3/31/2023"
"10/8/2023",2020,4,"OR","Oregon","Harney",41025,41,25,6,"","One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.",0,"","4/30/2020","1/31/2020","3/31/2023"
"10/8/2023",2020,5,"OR","Oregon","Harney",41025,41,25,6,"","One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.",0,"","5/31/2020","1/31/2020","3/31/2023"
"10/8/2023",2020,6,"OR","Oregon","Harney",41025,41,25,6,"","One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.",0,"","6/30/2020","1/31/2020","3/31/2023"
"10/8/2023",2020,7,"OR","Oregon","Harney",41025,41,25,6,"","One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.",0,"","7/31/2020","1/31/2020","3/31/2023"
"10/8/2023",2020,8,"OR","Oregon","Harney",41025,41,25,6,"","One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.",0,"","8/31/2020","1/31/2020","3/31/2023"
"10/8/2023",2020,9,"OR","Oregon","Harney",41025,41,25,6,"","One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.",0,"","9/30/2020","1/31/2020","3/31/2023"
"10/8/2023",2020,10,"OR","Oregon","Harney",41025,41,25,6,"","One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.",0,"","10/31/2020","1/31/2020","3/31/2023"
"10/8/2023",2020,11,"OR","Oregon","Harney",41025,41,25,6,"","One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.",0,"","11/30/2020","1/31/2020","3/31/2023"
"10/8/2023",2020,12,"OR","Oregon","Harney",41025,41,25,6,"","One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.",0,"","12/31/2020","1/31/2020","3/31/2023"
"10/8/2023",2021,1,"OR","Oregon","Harney",41025,41,25,6,"","One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.",0,"","1/31/2021","1/31/2020","3/31/2023"
"10/8/2023",2021,2,"OR","Oregon","Harney",41025,41,25,6,"","One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.",0,"","2/28/2021","1/31/2020","3/31/2023"
"10/8/2023",2021,3,"OR","Oregon","Harney",41025,41,25,6,"","One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.",0,"","3/31/2021","1/31/2020","3/31/2023"
"10/8/2023",2021,4,"OR","Oregon","Harney",41025,41,25,6,"","One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.",0,"","4/30/2021","1/31/2020","3/31/2023"
"10/8/2023",2021,5,"OR","Oregon","Harney",41025,41,25,6,"","One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.",0,"","5/31/2021","1/31/2020","3/31/2023"
"10/8/2023",2021,6,"OR","Oregon","Harney",41025,41,25,6,"","One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.",0,"","6/30/2021","1/31/2020","3/31/2023"
"10/8/2023",2021,7,"OR","Oregon","Harney",41025,41,25,6,"","One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.",0,"","7/31/2021","1/31/2020","3/31/2023"
"10/8/2023",2021,8,"OR","Oregon","Harney",41025,41,25,6,"0","",0,"","8/31/2021","1/31/2020","3/31/2023"
"10/8/2023",2021,9,"OR","Oregon","Harney",41025,41,25,6,"0","",0,"","9/30/2021","1/31/2020","3/31/2023"
"10/8/2023",2021,10,"OR","Oregon","Harney",41025,41,25,6,"0","",0,"","10/31/2021","1/31/2020","3/31/2023"
"10/8/2023",2021,11,"OR","Oregon","Harney",41025,41,25,6,"0","",0,"","11/30/2021","1/31/2020","3/31/2023"
"10/8/2023",2021,12,"OR","Oregon","Harney",41025,41,25,6,"0","",0,"","12/31/2021","1/31/2020","3/31/2023"
"10/8/2023",2022,1,"OR","Oregon","Harney",41025,41,25,6,"0","",0,"","1/31/2022","1/31/2020","3/31/2023"
"10/8/2023",2022,2,"OR","Oregon","Harney",41025,41,25,6,"0","",0,"","2/28/2022","1/31/2020","3/31/2023"
"10/8/2023",2022,3,"OR","Oregon","Harney",41025,41,25,6,"0","",0,"","3/31/2022","1/31/2020","3/31/2023"
"10/8/2023",2022,4,"OR","Oregon","Harney",41025,41,25,6,"0","",0,"","4/30/2022","1/31/2020","3/31/2023"
"10/8/2023",2022,5,"OR","Oregon","Harney",41025,41,25,6,"","One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.",0,"","5/31/2022","1/31/2020","3/31/2023"
"10/8/2023",2022,6,"OR","Oregon","Harney",41025,41,25,6,"","One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.",0,"","6/30/2022","1/31/2020","3/31/2023"
"10/8/2023",2022,7,"OR","Oregon","Harney",41025,41,25,6,"","One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.",0,"","7/31/2022","1/31/2020","3/31/2023"
"10/8/2023",2022,8,"OR","Oregon","Harney",41025,41,25,6,"","One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.",0,"","8/31/2022","1/31/2020","3/31/2023"
